,Metabolites,Concentration,Group
4548,Urea,7805,1
4549,Urea,7806,1
4550,Urea,7807,1
4551,Urea,7808,1
4552,Urea,7809,1
4553,Urea,7810,1
4554,Urea,7811,1
4555,Urea,7812,1
4556,Urea,7813,1
4557,Urea,7814,1
4558,Urea,7815,1
4559,Urea,7816,1
4560,Urea,7817,1
4561,Urea,7818,1
4562,Urea,7819,1
4563,Urea,7820,1
4564,Urea,7821,1
4565,Urea,7822,1
4566,Urea,7823,1
4567,Urea,7824,1
4568,Urea,7825,1
4569,Urea,7826,1
4570,Urea,7827,1
4571,Urea,7828,1
4572,Urea,7829,1
4573,Urea,7830,1
4574,Urea,7831,1
4575,Urea,7832,1
4576,Urea,7833,1
4577,Urea,7834,1
4578,Urea,7835,1
4579,Urea,7836,1
4580,Urea,7837,1
4581,Urea,7838,1
4582,Urea,7839,1
4583,Urea,7840,1
4584,Urea,7841,1
4585,Urea,7842,1
4586,Urea,7843,1
4587,Urea,7844,1
4588,Urea,7845,1
4589,Urea,7846,1
4590,Urea,7847,1
4591,Urea,7848,1
4592,Urea,7849,1
4593,Urea,7850,1
4594,Urea,7851,1
4595,Urea,7852,1
4596,Urea,7853,1
4597,Urea,7854,1
4598,Urea,7855,1
4599,Urea,7856,1
4600,Urea,7857,1
4601,Urea,7858,1
4602,Urea,7859,1
4603,Urea,7860,1
4604,Urea,7861,1
4605,Urea,7862,1
4606,Urea,7863,1
4607,Urea,7864,1
4608,Urea,7865,1
4609,Urea,7866,1
4610,Urea,7867,1
4611,Urea,7868,1
4612,Urea,7869,1
4613,Urea,7870,1
4614,Urea,7871,1
4615,Urea,7872,1
4616,Urea,7873,1
4617,Urea,7874,1
4618,Urea,7875,1
4619,Urea,7876,1
4620,Urea,7877,1
4621,Urea,7878,1
4622,Urea,7879,1
4623,Urea,7880,1
4624,Urea,7881,1
4625,Urea,7882,1
4626,Urea,7883,1
4627,Urea,7884,1
4628,Urea,7885,1
4629,Urea,7886,1
4630,Urea,7887,1
4631,Urea,7888,1
4632,Urea,7889,1
4633,Urea,7890,1
4634,Urea,7891,1
4635,Urea,7892,1
4636,Urea,7893,1
4637,Urea,7894,1
4638,Urea,7895,1
4639,Urea,7896,1
4640,Urea,7897,1
4641,Urea,7898,1
4642,Urea,7899,1
4643,Urea,7900,1
4644,Urea,7901,1
4645,Urea,7902,1
4646,Urea,7903,1
4647,Urea,7904,1
4648,Urea,7905,1
4649,Urea,7906,1
4650,Urea,7907,1
4651,Urea,7908,1
4652,Urea,7909,1
4653,Urea,7910,1
4654,Urea,7911,1
4655,Urea,7912,1
4656,Urea,7913,1
4657,Urea,7914,1
4658,Urea,7915,1
4659,Urea,7916,1
4660,Urea,7917,1
4661,Urea,7918,1
4662,Urea,7919,1
4663,Urea,7920,1
4664,Urea,7921,1
4665,Urea,7922,1
4666,Urea,7923,1
4667,Urea,7924,1
4668,Urea,7925,1
4669,Urea,7926,1
4670,Urea,7927,1
4671,Urea,7928,1
4672,Urea,7929,1
4673,Urea,7930,1
4674,Urea,7931,1
4675,Urea,7932,1
4676,Urea,7933,1
4677,Urea,7934,1
4678,Urea,7935,1
4679,Urea,7936,1
4680,Urea,7937,1
4681,Urea,7938,1
4682,Urea,7939,1
4683,Urea,7940,1
4684,Urea,7941,1
4685,Urea,7942,1
4686,Urea,7943,1
4687,Urea,7944,1
4688,Urea,7945,1
4689,Urea,7946,1
4690,Urea,7947,1
4691,Urea,7948,1
4692,Urea,7949,1
4693,Urea,7950,1
4694,Urea,7951,1
4695,Urea,7952,1
4696,Urea,7953,1
4697,Urea,7954,1
4698,Urea,7955,1
4699,Urea,7956,1
4700,Urea,7957,1
4701,Urea,7958,1
4702,Urea,7959,1
4703,Urea,7960,1
4704,Urea,7961,1
4705,Urea,7962,1
4706,Urea,7963,1
4707,Urea,7964,1
4708,Urea,7965,1
4709,Urea,7966,1
4710,Urea,7967,1
4711,Urea,7968,1
4712,Urea,7969,1
4713,Urea,7970,1
4714,Urea,7971,1
4715,Urea,7972,1
4716,Urea,7973,1
4717,Urea,7974,1
4718,Urea,7975,1
4719,Urea,7976,1
4720,Urea,7977,1
4721,Urea,7978,1
4722,Urea,7979,1
4723,Urea,7980,1
4724,Urea,7981,1
4725,Urea,7982,1
4726,Urea,7983,1
4727,Urea,7984,1
4728,Urea,7985,1
4729,Urea,7986,1
4730,Urea,7987,1
4731,Valine,5,1
4732,Xylose,12,1
4733,Xylose,13,1
4734,Xylose,14,1
4735,cis.Aconitate,38,1
4736,cis.Aconitate,39,1
4737,cis.Aconitate,40,1
4738,cis.Aconitate,41,1
4739,cis.Aconitate,42,1
4740,cis.Aconitate,43,1
4741,cis.Aconitate,44,1
4742,cis.Aconitate,45,1
4743,cis.Aconitate,46,1
4744,myo.Inositol,23,1
4745,myo.Inositol,24,1
4746,myo.Inositol,25,1
4747,myo.Inositol,26,1
4748,myo.Inositol,27,1
4749,sn.Glycero.3.phosphocholine,6,1
4750,sn.Glycero.3.phosphocholine,7,1
4751,sn.Glycero.3.phosphocholine,8,1
4752,trans.Aconitate,5,1
4753,trans.Aconitate,6,1
4754,trans.Aconitate,7,1
4755,pi.Methylhistidine,100,1
4756,pi.Methylhistidine,101,1
4757,pi.Methylhistidine,102,1
4758,pi.Methylhistidine,103,1
4759,pi.Methylhistidine,104,1
4760,pi.Methylhistidine,105,1
4761,pi.Methylhistidine,106,1
4762,pi.Methylhistidine,107,1
4763,pi.Methylhistidine,108,1
4764,pi.Methylhistidine,109,1
4765,pi.Methylhistidine,110,1
4766,pi.Methylhistidine,111,1
4767,pi.Methylhistidine,112,1
4768,pi.Methylhistidine,113,1
4769,pi.Methylhistidine,114,1
4770,pi.Methylhistidine,115,1
4771,pi.Methylhistidine,116,1
4772,pi.Methylhistidine,117,1
4773,pi.Methylhistidine,118,1
4774,pi.Methylhistidine,119,1
4775,pi.Methylhistidine,120,1
4776,pi.Methylhistidine,121,1
4777,pi.Methylhistidine,122,1
4778,X1.Methylnicotinamide,33,2
4779,X1.Methylnicotinamide,34,2
4780,X1.Methylnicotinamide,35,2
4781,X1.Methylnicotinamide,36,2
4782,X1.Methylnicotinamide,37,2
4783,X1.Methylnicotinamide,38,2
4784,X1.Methylnicotinamide,39,2
4785,X1.Methylnicotinamide,40,2
4786,X1.Methylnicotinamide,41,2
4787,X2.Hydroxybutyrate,33,2
4788,X2.Hydroxybutyrate,34,2
4789,X2.Hydroxybutyrate,35,2
4790,X2.Hydroxybutyrate,36,2
4791,X2.Hydroxybutyrate,37,2
4792,X2.Hydroxybutyrate,38,2
4793,X2.Hydroxybutyrate,39,2
4794,X2.Hydroxybutyrate,40,2
4795,X2.Hydroxybutyrate,41,2
4796,X2.Hydroxyisobutyrate,14,2
4797,X2.Hydroxyisobutyrate,15,2
4798,X2.Hydroxyisobutyrate,16,2
4799,X2.Hydroxyisobutyrate,17,2
4800,X2.Hydroxyisobutyrate,18,2
4801,X2.Oxoisocaproate,5,2
4802,X2.Phenylpropionate,4,2
4803,X3.Hydroxyisovalerate,4,2
4804,X3.Indoxylsulfate,55,2
4805,X3.Indoxylsulfate,56,2
4806,X3.Indoxylsulfate,57,2
4807,X3.Indoxylsulfate,58,2
4808,X3.Indoxylsulfate,59,2
4809,X3.Indoxylsulfate,60,2
4810,X3.Indoxylsulfate,61,2
4811,X3.Indoxylsulfate,62,2
4812,X3.Indoxylsulfate,63,2
4813,X3.Indoxylsulfate,64,2
4814,X3.Indoxylsulfate,65,2
4815,X3.Indoxylsulfate,66,2
4816,X3.Indoxylsulfate,67,2
4817,X3.Methyl.2.oxovalerate,6,2
4818,X3.Methyl.2.oxovalerate,7,2
4819,X3.Methyl.2.oxovalerate,8,2
4820,X4.Hydroxyphenylacetate,13,2
4821,X4.Hydroxyphenylacetate,14,2
4822,X4.Hydroxyphenylacetate,15,2
4823,X4.Hydroxyphenylacetate,16,2
4824,X4.Hydroxyphenylacetate,17,2
4825,Acetate,20,2
4826,Acetate,21,2
4827,Acetate,22,2
4828,Acetate,23,2
4829,Acetate,24,2
4830,Acetone,14,2
4831,Acetone,15,2
4832,Acetone,16,2
4833,Acetone,17,2
4834,Acetone,18,2
4835,Alanine,39,2
4836,Alanine,40,2
4837,Alanine,41,2
4838,Alanine,42,2
4839,Alanine,43,2
4840,Alanine,44,2
4841,Alanine,45,2
4842,Alanine,46,2
4843,Alanine,47,2
4844,Allantoin,1023,2
4845,Allantoin,1024,2
4846,Allantoin,1025,2
4847,Allantoin,1026,2
4848,Allantoin,1027,2
4849,Allantoin,1028,2
4850,Allantoin,1029,2
4851,Allantoin,1030,2
4852,Allantoin,1031,2
4853,Allantoin,1032,2
4854,Allantoin,1033,2
4855,Allantoin,1034,2
4856,Allantoin,1035,2
4857,Allantoin,1036,2
4858,Allantoin,1037,2
4859,Allantoin,1038,2
4860,Allantoin,1039,2
4861,Allantoin,1040,2
4862,Allantoin,1041,2
4863,Allantoin,1042,2
4864,Allantoin,1043,2
4865,Allantoin,1044,2
4866,Allantoin,1045,2
4867,Allantoin,1046,2
4868,Allantoin,1047,2
4869,Allantoin,1048,2
4870,Allantoin,1049,2
4871,Allantoin,1050,2
4872,Allantoin,1051,2
4873,Allantoin,1052,2
4874,Allantoin,1053,2
4875,Allantoin,1054,2
4876,Allantoin,1055,2
4877,Allantoin,1056,2
4878,Allantoin,1057,2
4879,Allantoin,1058,2
4880,Allantoin,1059,2
4881,Allantoin,1060,2
4882,Allantoin,1061,2
4883,Allantoin,1062,2
4884,Allantoin,1063,2
4885,Allantoin,1064,2
4886,Allantoin,1065,2
4887,Allantoin,1066,2
4888,Allantoin,1067,2
4889,Allantoin,1068,2
4890,Allantoin,1069,2
4891,Allantoin,1070,2
4892,Allantoin,1071,2
4893,Allantoin,1072,2
4894,Allantoin,1073,2
4895,Allantoin,1074,2
4896,Allantoin,1075,2
4897,Allantoin,1076,2
4898,Allantoin,1077,2
4899,Allantoin,1078,2
4900,Allantoin,1079,2
4901,Allantoin,1080,2
4902,Allantoin,1081,2
4903,Allantoin,1082,2
4904,Allantoin,1083,2
4905,Allantoin,1084,2
4906,Allantoin,1085,2
4907,Allantoin,1086,2
4908,Allantoin,1087,2
4909,Allantoin,1088,2
4910,Allantoin,1089,2
4911,Allantoin,1090,2
4912,Allantoin,1091,2
4913,Allantoin,1092,2
4914,Allantoin,1093,2
4915,Allantoin,1094,2
4916,Allantoin,1095,2
4917,Allantoin,1096,2
4918,Allantoin,1097,2
4919,Allantoin,1098,2
4920,Allantoin,1099,2
4921,Allantoin,1100,2
4922,Allantoin,1101,2
4923,Allantoin,1102,2
4924,Allantoin,1103,2
4925,Allantoin,1104,2
4926,Allantoin,1105,2
4927,Allantoin,1106,2
4928,Allantoin,1107,2
4929,Allantoin,1108,2
4930,Allantoin,1109,2
4931,Allantoin,1110,2
4932,Allantoin,1111,2
4933,Allantoin,1112,2
4934,Allantoin,1113,2
4935,Allantoin,1114,2
4936,Allantoin,1115,2
4937,Allantoin,1116,2
4938,Allantoin,1117,2
4939,Allantoin,1118,2
4940,Allantoin,1119,2
4941,Allantoin,1120,2
4942,Allantoin,1121,2
4943,Allantoin,1122,2
4944,Allantoin,1123,2
4945,Allantoin,1124,2
4946,Allantoin,1125,2
4947,Allantoin,1126,2
4948,Allantoin,1127,2
4949,Allantoin,1128,2
4950,Allantoin,1129,2
4951,Allantoin,1130,2
4952,Allantoin,1131,2
4953,Allantoin,1132,2
4954,Allantoin,1133,2
4955,Allantoin,1134,2
4956,Allantoin,1135,2
4957,Allantoin,1136,2
4958,Allantoin,1137,2
4959,Allantoin,1138,2
4960,Allantoin,1139,2
4961,Allantoin,1140,2
4962,Allantoin,1141,2
4963,Allantoin,1142,2
4964,Allantoin,1143,2
4965,Allantoin,1144,2
4966,Allantoin,1145,2
4967,Allantoin,1146,2
4968,Allantoin,1147,2
4969,Allantoin,1148,2
4970,Allantoin,1149,2
4971,Allantoin,1150,2
4972,Allantoin,1151,2
4973,Allantoin,1152,2
4974,Allantoin,1153,2
4975,Allantoin,1154,2
4976,Allantoin,1155,2
4977,Allantoin,1156,2
4978,Allantoin,1157,2
4979,Allantoin,1158,2
4980,Allantoin,1159,2
4981,Allantoin,1160,2
4982,Allantoin,1161,2
4983,Allantoin,1162,2
4984,Allantoin,1163,2
4985,Allantoin,1164,2
4986,Allantoin,1165,2
4987,Allantoin,1166,2
4988,Allantoin,1167,2
4989,Allantoin,1168,2
4990,Allantoin,1169,2
4991,Allantoin,1170,2
4992,Allantoin,1171,2
4993,Allantoin,1172,2
4994,Allantoin,1173,2
4995,Allantoin,1174,2
4996,Allantoin,1175,2
4997,Allantoin,1176,2
4998,Allantoin,1177,2
4999,Allantoin,1178,2
5000,Allantoin,1179,2
5001,Allantoin,1180,2
5002,Allantoin,1181,2
5003,Allantoin,1182,2
5004,Allantoin,1183,2
5005,Allantoin,1184,2
5006,Allantoin,1185,2
5007,Allantoin,1186,2
5008,Allantoin,1187,2
5009,Allantoin,1188,2
5010,Allantoin,1189,2
5011,Allantoin,1190,2
5012,Allantoin,1191,2
5013,Allantoin,1192,2
5014,Allantoin,1193,2
5015,Allantoin,1194,2
5016,Allantoin,1195,2
5017,Allantoin,1196,2
5018,Allantoin,1197,2
5019,Allantoin,1198,2
5020,Allantoin,1199,2
5021,Allantoin,1200,2
5022,Allantoin,1201,2
5023,Allantoin,1202,2
5024,Allantoin,1203,2
5025,Allantoin,1204,2
5026,Allantoin,1205,2
5027,Allantoin,1206,2
5028,Allantoin,1207,2
5029,Allantoin,1208,2
5030,Allantoin,1209,2
5031,Allantoin,1210,2
5032,Allantoin,1211,2
5033,Allantoin,1212,2
5034,Allantoin,1213,2
5035,Allantoin,1214,2
5036,Allantoin,1215,2
5037,Allantoin,1216,2
5038,Allantoin,1217,2
5039,Allantoin,1218,2
5040,Allantoin,1219,2
5041,Allantoin,1220,2
5042,Allantoin,1221,2
5043,Allantoin,1222,2
5044,Allantoin,1223,2
5045,Allantoin,1224,2
5046,Allantoin,1225,2
5047,Allantoin,1226,2
5048,Allantoin,1227,2
5049,Allantoin,1228,2
5050,Allantoin,1229,2
5051,Allantoin,1230,2
5052,Allantoin,1231,2
5053,Allantoin,1232,2
5054,Allantoin,1233,2
5055,Allantoin,1234,2
5056,Allantoin,1235,2
5057,Allantoin,1236,2
5058,Allantoin,1237,2
5059,Allantoin,1238,2
5060,Allantoin,1239,2
5061,Allantoin,1240,2
5062,Allantoin,1241,2
5063,Allantoin,1242,2
5064,Allantoin,1243,2
5065,Allantoin,1244,2
5066,Allantoin,1245,2
5067,Allantoin,1246,2
5068,Allantoin,1247,2
5069,Allantoin,1248,2
5070,Allantoin,1249,2
5071,Allantoin,1250,2
5072,Allantoin,1251,2
5073,Betaine,16,2
5074,Betaine,17,2
5075,Betaine,18,2
5076,Betaine,19,2
5077,Betaine,20,2
5078,Carnitine,40,2
5079,Carnitine,41,2
5080,Carnitine,42,2
5081,Carnitine,43,2
5082,Carnitine,44,2
5083,Carnitine,45,2
5084,Carnitine,46,2
5085,Carnitine,47,2
5086,Carnitine,48,2
5087,Choline,13,2
5088,Choline,14,2
5089,Choline,15,2
5090,Creatine,625,2
5091,Creatine,626,2
5092,Creatine,627,2
5093,Creatine,628,2
5094,Creatine,629,2
5095,Creatine,630,2
5096,Creatine,631,2
5097,Creatine,632,2
5098,Creatine,633,2
5099,Creatine,634,2
5100,Creatine,635,2
5101,Creatine,636,2
5102,Creatine,637,2
5103,Creatine,638,2
5104,Creatine,639,2
5105,Creatine,640,2
5106,Creatine,641,2
5107,Creatine,642,2
5108,Creatine,643,2
5109,Creatine,644,2
5110,Creatine,645,2
5111,Creatine,646,2
5112,Creatine,647,2
5113,Creatine,648,2
5114,Creatine,649,2
5115,Creatine,650,2
5116,Creatine,651,2
5117,Creatine,652,2
5118,Creatine,653,2
5119,Creatine,654,2
5120,Creatine,655,2
5121,Creatine,656,2
5122,Creatine,657,2
5123,Creatine,658,2
5124,Creatine,659,2
5125,Creatine,660,2
5126,Creatine,661,2
5127,Creatine,662,2
5128,Creatine,663,2
5129,Creatine,664,2
5130,Creatine,665,2
5131,Creatine,666,2
5132,Creatine,667,2
5133,Creatine,668,2
5134,Creatine,669,2
5135,Creatine,670,2
5136,Creatine,671,2
5137,Creatine,672,2
5138,Creatine,673,2
5139,Creatine,674,2
5140,Creatine,675,2
5141,Creatine,676,2
5142,Creatine,677,2
5143,Creatine,678,2
5144,Creatine,679,2
5145,Creatine,680,2
5146,Creatine,681,2
5147,Creatine,682,2
5148,Creatine,683,2
5149,Creatine,684,2
5150,Creatine,685,2
5151,Creatine,686,2
5152,Creatine,687,2
5153,Creatine,688,2
5154,Creatine,689,2
5155,Creatine,690,2
5156,Creatine,691,2
5157,Creatine,692,2
5158,Creatine,693,2
5159,Creatine,694,2
5160,Creatine,695,2
5161,Creatine,696,2
5162,Creatine,697,2
5163,Creatine,698,2
5164,Creatine,699,2
5165,Creatine,700,2
5166,Creatine,701,2
5167,Creatine,702,2
5168,Creatine,703,2
5169,Creatine,704,2
5170,Creatine,705,2
5171,Creatine,706,2
5172,Creatine,707,2
5173,Creatine,708,2
5174,Creatine,709,2
5175,Creatine,710,2
5176,Creatine,711,2
5177,Creatine,712,2
5178,Creatine,713,2
5179,Creatine,714,2
5180,Creatine,715,2
5181,Creatine,716,2
5182,Creatine,717,2
5183,Creatine,718,2
5184,Creatine,719,2
5185,Creatine,720,2
5186,Creatine,721,2
5187,Creatine,722,2
5188,Creatine,723,2
5189,Creatine,724,2
5190,Creatine,725,2
5191,Creatine,726,2
5192,Creatine,727,2
5193,Creatine,728,2
5194,Creatine,729,2
5195,Creatine,730,2
5196,Creatine,731,2
5197,Creatine,732,2
5198,Creatine,733,2
5199,Creatine,734,2
5200,Creatine,735,2
5201,Creatine,736,2
5202,Creatine,737,2
5203,Creatine,738,2
5204,Creatine,739,2
5205,Creatine,740,2
5206,Creatine,741,2
5207,Creatine,742,2
5208,Creatine,743,2
5209,Creatine,744,2
5210,Creatine,745,2
5211,Creatine,746,2
5212,Creatine,747,2
5213,Creatine,748,2
5214,Creatine,749,2
5215,Creatine,750,2
5216,Creatine,751,2
5217,Creatine,752,2
5218,Creatine,753,2
5219,Creatine,754,2
5220,Creatine,755,2
5221,Creatine,756,2
5222,Creatine,757,2
5223,Creatine,758,2
5224,Creatine,759,2
5225,Creatine,760,2
5226,Creatine,761,2
5227,Creatine,762,2
5228,Creatine,763,2
5229,Dimethylamine,61,2
5230,Dimethylamine,62,2
5231,Dimethylamine,63,2
5232,Dimethylamine,64,2
5233,Dimethylamine,65,2
5234,Dimethylamine,66,2
5235,Dimethylamine,67,2
5236,Dimethylamine,68,2
5237,Dimethylamine,69,2
5238,Dimethylamine,70,2
5239,Dimethylamine,71,2
5240,Dimethylamine,72,2
5241,Dimethylamine,73,2
5242,Dimethylamine,74,2
5243,Dimethylamine,75,2
5244,Formate,11,2
5245,Formate,12,2
5246,Formate,13,2
5247,Glucose,58,2
5248,Glucose,59,2
5249,Glucose,60,2
5250,Glucose,61,2
5251,Glucose,62,2
5252,Glucose,63,2
5253,Glucose,64,2
5254,Glucose,65,2
5255,Glucose,66,2
5256,Glucose,67,2
5257,Glucose,68,2
5258,Glucose,69,2
5259,Glucose,70,2
5260,Glycerol,35,2
5261,Glycerol,36,2
5262,Glycerol,37,2
5263,Glycerol,38,2
5264,Glycerol,39,2
5265,Glycerol,40,2
5266,Glycerol,41,2
5267,Glycerol,42,2
5268,Glycerol,43,2
5269,Glycine,13,2
5270,Glycine,14,2
5271,Glycine,15,2
5272,Glycine,16,2
5273,Glycine,17,2
5274,Guanidoacetate,39,2
5275,Guanidoacetate,40,2
5276,Guanidoacetate,41,2
5277,Guanidoacetate,42,2
5278,Guanidoacetate,43,2
5279,Guanidoacetate,44,2
5280,Guanidoacetate,45,2
5281,Guanidoacetate,46,2
5282,Guanidoacetate,47,2
5283,Hippurate,76,2
5284,Hippurate,77,2
5285,Hippurate,78,2
5286,Hippurate,79,2
5287,Hippurate,80,2
5288,Hippurate,81,2
5289,Hippurate,82,2
5290,Hippurate,83,2
5291,Hippurate,84,2
5292,Hippurate,85,2
5293,Hippurate,86,2
5294,Hippurate,87,2
5295,Hippurate,88,2
5296,Hippurate,89,2
5297,Hippurate,90,2
5298,Hippurate,91,2
5299,Hippurate,92,2
5300,Histidine,13,2
5301,Histidine,14,2
5302,Histidine,15,2
5303,Isoleucine,1,2
5304,Isopropanol,424,2
5305,Isopropanol,425,2
5306,Isopropanol,426,2
5307,Isopropanol,427,2
5308,Isopropanol,428,2
5309,Isopropanol,429,2
5310,Isopropanol,430,2
5311,Isopropanol,431,2
5312,Isopropanol,432,2
5313,Isopropanol,433,2
5314,Isopropanol,434,2
5315,Isopropanol,435,2
5316,Isopropanol,436,2
5317,Isopropanol,437,2
5318,Isopropanol,438,2
5319,Isopropanol,439,2
5320,Isopropanol,440,2
5321,Isopropanol,441,2
5322,Isopropanol,442,2
5323,Isopropanol,443,2
5324,Isopropanol,444,2
5325,Isopropanol,445,2
5326,Isopropanol,446,2
5327,Isopropanol,447,2
5328,Isopropanol,448,2
5329,Isopropanol,449,2
5330,Isopropanol,450,2
5331,Isopropanol,451,2
5332,Isopropanol,452,2
5333,Isopropanol,453,2
5334,Isopropanol,454,2
5335,Isopropanol,455,2
5336,Isopropanol,456,2
5337,Isopropanol,457,2
5338,Isopropanol,458,2
5339,Isopropanol,459,2
5340,Isopropanol,460,2
5341,Isopropanol,461,2
5342,Isopropanol,462,2
5343,Isopropanol,463,2
5344,Isopropanol,464,2
5345,Isopropanol,465,2
5346,Isopropanol,466,2
5347,Isopropanol,467,2
5348,Isopropanol,468,2
5349,Isopropanol,469,2
5350,Isopropanol,470,2
5351,Isopropanol,471,2
5352,Isopropanol,472,2
5353,Isopropanol,473,2
5354,Isopropanol,474,2
5355,Isopropanol,475,2
5356,Isopropanol,476,2
5357,Isopropanol,477,2
5358,Isopropanol,478,2
5359,Isopropanol,479,2
5360,Isopropanol,480,2
5361,Isopropanol,481,2
5362,Isopropanol,482,2
5363,Isopropanol,483,2
5364,Isopropanol,484,2
5365,Isopropanol,485,2
5366,Isopropanol,486,2
5367,Isopropanol,487,2
5368,Isopropanol,488,2
5369,Isopropanol,489,2
5370,Isopropanol,490,2
5371,Isopropanol,491,2
5372,Isopropanol,492,2
5373,Isopropanol,493,2
5374,Isopropanol,494,2
5375,Isopropanol,495,2
5376,Isopropanol,496,2
5377,Isopropanol,497,2
5378,Isopropanol,498,2
5379,Isopropanol,499,2
5380,Isopropanol,500,2
5381,Isopropanol,501,2
5382,Isopropanol,502,2
5383,Isopropanol,503,2
5384,Isopropanol,504,2
5385,Isopropanol,505,2
5386,Isopropanol,506,2
5387,Isopropanol,507,2
5388,Isopropanol,508,2
5389,Isopropanol,509,2
5390,Isopropanol,510,2
5391,Isopropanol,511,2
5392,Isopropanol,512,2
5393,Isopropanol,513,2
5394,Isopropanol,514,2
5395,Isopropanol,515,2
5396,Isopropanol,516,2
5397,Isopropanol,517,2
5398,Isopropanol,518,2
5399,Kynurenate,118,2
5400,Kynurenate,119,2
5401,Kynurenate,120,2
5402,Kynurenate,121,2
5403,Kynurenate,122,2
5404,Kynurenate,123,2
5405,Kynurenate,124,2
5406,Kynurenate,125,2
5407,Kynurenate,126,2
5408,Kynurenate,127,2
5409,Kynurenate,128,2
5410,Kynurenate,129,2
5411,Kynurenate,130,2
5412,Kynurenate,131,2
5413,Kynurenate,132,2
5414,Kynurenate,133,2
5415,Kynurenate,134,2
5416,Kynurenate,135,2
5417,Kynurenate,136,2
5418,Kynurenate,137,2
5419,Kynurenate,138,2
5420,Kynurenate,139,2
5421,Kynurenate,140,2
5422,Kynurenate,141,2
5423,Kynurenate,142,2
5424,Kynurenate,143,2
5425,Kynurenate,144,2
5426,Lactate,383,2
5427,Lactate,384,2
5428,Lactate,385,2
5429,Lactate,386,2
5430,Lactate,387,2
5431,Lactate,388,2
5432,Lactate,389,2
5433,Lactate,390,2
5434,Lactate,391,2
5435,Lactate,392,2
5436,Lactate,393,2
5437,Lactate,394,2
5438,Lactate,395,2
5439,Lactate,396,2
5440,Lactate,397,2
5441,Lactate,398,2
5442,Lactate,399,2
5443,Lactate,400,2
5444,Lactate,401,2
5445,Lactate,402,2
5446,Lactate,403,2
5447,Lactate,404,2
5448,Lactate,405,2
5449,Lactate,406,2
5450,Lactate,407,2
5451,Lactate,408,2
5452,Lactate,409,2
5453,Lactate,410,2
5454,Lactate,411,2
5455,Lactate,412,2
5456,Lactate,413,2
5457,Lactate,414,2
5458,Lactate,415,2
5459,Lactate,416,2
5460,Lactate,417,2
5461,Lactate,418,2
5462,Lactate,419,2
5463,Lactate,420,2
5464,Lactate,421,2
5465,Lactate,422,2
5466,Lactate,423,2
5467,Lactate,424,2
5468,Lactate,425,2
5469,Lactate,426,2
5470,Lactate,427,2
5471,Lactate,428,2
5472,Lactate,429,2
5473,Lactate,430,2
5474,Lactate,431,2
5475,Lactate,432,2
5476,Lactate,433,2
5477,Lactate,434,2
5478,Lactate,435,2
5479,Lactate,436,2
5480,Lactate,437,2
5481,Lactate,438,2
5482,Lactate,439,2
5483,Lactate,440,2
5484,Lactate,441,2
5485,Lactate,442,2
5486,Lactate,443,2
5487,Lactate,444,2
5488,Lactate,445,2
5489,Lactate,446,2
5490,Lactate,447,2
5491,Lactate,448,2
5492,Lactate,449,2
5493,Lactate,450,2
5494,Lactate,451,2
5495,Lactate,452,2
5496,Lactate,453,2
5497,Lactate,454,2
5498,Lactate,455,2
5499,Lactate,456,2
5500,Lactate,457,2
5501,Lactate,458,2
5502,Lactate,459,2
5503,Lactate,460,2
5504,Lactate,461,2
5505,Lactate,462,2
5506,Lactate,463,2
5507,Lactate,464,2
5508,Lactate,465,2
5509,Lactate,466,2
5510,Lactate,467,2
5511,Lactate,468,2
5512,Lactate,469,2
5513,Mannose,1,2
5514,Methanol,6,2
5515,Methanol,7,2
5516,Methanol,8,2
5517,Methylamine,3,2
5518,Methylguanidine,9,2
5519,Methylguanidine,10,2
5520,Methylguanidine,11,2
5521,N.N.Dimethylglycine,6,2
5522,N.N.Dimethylglycine,7,2
5523,N.N.Dimethylglycine,8,2
5524,N.Phenylacetylglycine,105,2
5525,N.Phenylacetylglycine,106,2
5526,N.Phenylacetylglycine,107,2
5527,N.Phenylacetylglycine,108,2
5528,N.Phenylacetylglycine,109,2
5529,N.Phenylacetylglycine,110,2
5530,N.Phenylacetylglycine,111,2
5531,N.Phenylacetylglycine,112,2
5532,N.Phenylacetylglycine,113,2
5533,N.Phenylacetylglycine,114,2
5534,N.Phenylacetylglycine,115,2
5535,N.Phenylacetylglycine,116,2
5536,N.Phenylacetylglycine,117,2
5537,N.Phenylacetylglycine,118,2
5538,N.Phenylacetylglycine,119,2
5539,N.Phenylacetylglycine,120,2
5540,N.Phenylacetylglycine,121,2
5541,N.Phenylacetylglycine,122,2
5542,N.Phenylacetylglycine,123,2
5543,N.Phenylacetylglycine,124,2
5544,N.Phenylacetylglycine,125,2
5545,N.Phenylacetylglycine,126,2
5546,N.Phenylacetylglycine,127,2
5547,N.Phenylacetylglycine,128,2
5548,N.Phenylacetylglycine,129,2
5549,O.Phosphocholine,1,2
5550,Propylene.glycol,5,2
5551,Pyruvate,37,2
5552,Pyruvate,38,2
5553,Pyruvate,39,2
5554,Pyruvate,40,2
5555,Pyruvate,41,2
5556,Pyruvate,42,2
5557,Pyruvate,43,2
5558,Pyruvate,44,2
5559,Pyruvate,45,2
5560,Succinate,103,2
5561,Succinate,104,2
5562,Succinate,105,2
5563,Succinate,106,2
5564,Succinate,107,2
5565,Succinate,108,2
5566,Succinate,109,2
5567,Succinate,110,2
